38|606|A
133|3069|B
101|1965|A
46|1614|A
124|1575|B
58|382|B
66|247|A
93|2146|A
61|138|B
121|2420|B
128|2675|B
102|945|B
36|1223|A
63|3542|B
33|3545|B
27|2870|A
124|3310|A
25|2522|B
60|3266|A
133|3598|B
9|1373|A
78|2108|B
123|748|A
84|3245|B
53|298|A
80|2414|A
44|369|B
114|839|B
106|373|A
81|2274|A
40|1452|B
85|1670|B
16|558|B
18|990|A
76|3360|A
94|2453|A
1|1835|B
132|930|A
52|3068|B
128|586|B
116|1190|B
6|3082|A
66|1913|B
103|1490|B
105|3124|A
88|356|B
18|1055|B
63|1398|A
43|1878|A
130|2899|A
76|2909|A
78|3278|A
79|2414|B
50|2678|B
118|222|B
84|2472|A
14|690|A
112|1066|A
51|1223|B
91|1202|B
132|519|A
116|876|A
55|1490|A
54|3007|A
66|897|A
10|2288|B
61|813|A
77|2789|B
95|3350|A
38|2181|A
132|1705|B
14|609|B
22|3478|B
48|1244|A
5|1820|B
54|2137|A
124|3355|B
64|1225|B
17|789|A
33|148|A
31|2005|A
21|3592|B
61|3053|A
104|1983|B
78|3422|A
57|592|B
10|2817|B
13|2928|A
4|363|B
33|1059|B
47|679|B
125|2705|A
82|3431|A
56|3326|B
8|3133|B
28|47|B
60|3097|A
111|572|A
121|1853|B
2|3612|A
91|3428|B
51|1835|B
81|314|A
53|1964|B
83|1977|A
116|2606|B
47|2081|B
15|2486|B
4|2371|B
82|48|B
21|2801|B
126|2664|A
57|3165|B
3|3074|B
91|2996|A
13|2455|A
23|2455|A
109|2846|B
70|2304|B
129|1516|B
48|1791|B
116|1355|A
110|201|B
126|3110|A
68|2208|B
8|734|B
65|374|A
59|341|B
30|3088|A
107|1752|B
98|2295|A
5|3603|B
38|146|A
73|3578|B
46|3237|A
101|1815|A
50|2516|B
41|3157|A
19|2851|A
34|3582|A
80|2131|B
122|782|B
8|2848|A
129|412|B
81|916|B
37|1837|B
116|2264|A
5|1018|B
49|1387|A
69|3361|B
60|1297|B
1|3106|A
88|2808|A
68|266|A
29|1961|B
12|1553|B
5|3204|A
96|3090|B
98|1449|A
123|3430|A
17|23|B
120|914|A
62|666|A
30|1995|A
124|8|A
83|1662|B
59|1761|B
5|2686|A
76|3046|B
133|815|A
78|3454|A
29|880|B
20|2223|B
3|2933|A
107|2655|B
24|77|B
9|13|B
24|1550|B
47|745|A
1|1576|A
92|3195|B
115|730|B
29|2093|A
70|955|A
12|356|A
100|2280|A
54|731|A
69|2342|B
112|622|B
124|2704|B
69|438|A
72|3550|A
98|24|B
79|2904|B
24|3526|A
27|2178|A
79|2772|A
4|1788|A
67|2198|B
116|250|B
15|3051|A
15|454|A
127|2677|A
34|2283|B
75|1417|B
48|1212|A
125|1056|A
2|172|B
56|526|A
33|2169|B
73|1452|A
6|2155|A
107|1991|B
67|2393|A
75|3543|B
30|1482|A
6|1293|B
128|1207|B
46|3294|B
53|1962|B
101|883|B
14|1190|B
13|1360|A
55|3318|B
87|2472|B
67|3508|A
110|3431|A
10|3444|B
44|2620|A
46|2170|A
120|1607|A
67|2029|B
49|638|A
118|1291|A
109|867|B
62|2867|A
60|327|B
83|2859|B
62|288|A
18|394|A
79|798|B
30|1215|B
31|460|A
4|2616|B
94|2166|A
45|2662|A
52|2605|A
96|905|A
88|1365|B
83|1548|A
35|2616|A
127|115|A
2|1221|B
125|1582|B
108|707|A
69|2673|B
65|773|A
90|3126|B
127|2542|A
132|1474|B
128|851|B
13|706|B
24|1470|B
61|1780|B
15|1138|B
10|528|A
15|18|A
60|3379|B
99|3030|A
109|2842|B
108|908|A
60|304|B
68|1048|A
44|1596|B
86|650|B
107|1452|B
54|846|A
25|1656|B
75|1800|B
39|2637|B
114|3266|A
80|1477|B
4|601|A
14|1971|B
38|2579|A
3|3050|A
81|918|B
57|1527|B
26|1173|B
34|1315|A
12|1632|A
9|1502|A
115|692|B
120|302|B
15|1293|B
72|687|B
42|3309|A
126|3481|B
48|2680|B
105|1967|A
104|2232|B
110|996|B
121|496|A
111|1199|A
111|2517|B
56|3522|B
62|1155|B
113|3289|A
6|485|B
5|667|A
94|172|B
43|1373|A
5|2222|A
66|3200|B
64|451|A
126|2896|A
94|2917|A
73|509|A
35|2830|A
29|2595|A
104|1052|A
118|820|A
46|1569|A
70|585|B
18|1891|B
37|2198|B
80|1634|A
78|244|B
36|917|A
104|1555|A
120|1250|B
93|3067|B
110|2008|A
97|1953|A
119|3193|B
96|922|A
46|1300|A
53|1346|B
9|143|A
109|1922|B
62|915|B
88|94|A
72|996|B
101|840|B
109|710|A
10|3382|A
98|600|B
105|2333|B
17|43|B
103|520|B
20|1804|B
122|803|A
108|1652|B
66|1418|A
101|3510|A
111|876|A
87|1576|B
38|166|A
35|1375|B
120|2174|A
123|1816|A
6|91|A
68|1842|A
42|1467|A
82|3166|A
123|215|B
18|1125|B
115|3221|A
22|850|B
16|1538|B
90|2858|A
43|1548|B
43|2417|A
44|2201|B
105|2355|B
102|573|A
114|1935|A
123|3593|A
116|1268|B
3|2496|B
39|1590|B
51|2451|B
7|2219|A
55|2718|B
126|304|A
1|512|A
61|2965|A
90|2729|B
4|1459|B
101|3120|B
35|550|B
104|445|A
61|60|A
17|1002|A
48|2905|A
10|1490|A
128|753|B
33|1968|A
30|508|B
61|2228|A
118|2638|B
123|816|A
26|2346|B
67|364|B
115|528|A
117|969|B
81|973|A
71|65|A
117|2114|B
31|826|B
20|2246|B
36|573|A
112|3312|A
36|1082|B
80|1693|B
73|2713|A
41|2895|A
124|1747|A
115|917|A
114|10|B
33|543|B
18|241|B
102|1557|B
134|193|B
43|2035|A
76|448|A
121|687|A
70|1898|B
35|1759|A
47|2613|A
92|514|B
33|1252|A
28|759|A
55|491|B
2|2352|A
106|497|B
42|375|A
14|3485|B
94|1631|A
70|3085|B
28|2174|B
7|882|B
63|2067|B
27|2419|A
63|3455|A
32|3278|B
85|2695|A
66|1827|B
29|2005|B
61|52|A
84|1453|A
117|2103|B
16|1911|B
73|1002|B
124|561|B
124|1522|A
120|3036|A
77|1055|A
28|1068|B
19|3543|B
74|1391|B
72|1425|B
49|1324|A
91|2287|B
96|1055|A
113|2792|A
122|1289|B
48|3003|A
51|548|B
28|1497|A
132|2409|A
43|482|A
129|3546|A
24|2509|B
34|3394|A
119|3154|A
35|824|B
132|1306|A
94|474|B
74|1938|A
40|3564|A
27|2564|B
113|1266|B
45|286|A
21|2565|B
48|1548|B
88|119|B
39|1277|B
122|2009|B
88|2516|B
93|2862|B
98|1975|B
47|84|A
90|465|B
55|462|A
22|2732|B
129|1438|A
94|34|A
133|692|B
91|3007|A
15|3340|A
95|593|A
101|739|A
14|3392|A
62|2061|A
59|3265|A
47|809|A
6|1258|A
45|3338|B
90|1128|B
119|1481|B
77|3127|A
103|1753|A
26|2117|B
67|1822|B
60|187|B
8|57|B
86|2110|B
62|264|B
98|1671|B
11|3387|B
15|2349|B
27|2601|A
117|2267|B
88|1906|A
73|1747|A
85|1260|A
129|2458|B
47|611|A
87|105|A
66|39|A
59|2181|B
34|3558|B
14|2000|B
112|210|B
18|203|B
83|1846|B
103|927|A
120|641|B
20|1008|A
123|1054|A
54|2054|A
7|422|B
35|1531|B
81|1648|B
134|1324|B
108|2050|B
117|3246|B
111|3604|B
5|2412|B
1|345|A
94|990|B
80|2990|A
49|1744|A
126|2802|A
22|348|B
120|2596|A
65|2094|A
27|1863|B
96|918|B
108|3234|A
102|274|A
84|1863|B
69|1342|A
87|620|B
71|2621|B
127|1518|B
83|1463|A
38|1752|B
82|977|B
134|2411|B
83|1285|A
61|2492|B
92|775|A
20|2894|A
117|1232|B
12|1465|B
102|1604|B
38|248|A
38|2997|B
70|1317|A
39|1245|B
35|1272|A
87|3021|B
77|797|A
15|2103|B
116|2459|B
103|1912|A
114|2504|A
66|1610|B
76|235|B
100|851|B
85|3006|A
34|2469|B
129|2969|B
64|1883|A
3|2884|A
110|3216|B
63|3441|A
41|3405|A
5|2166|B
77|2230|A
70|3147|B
77|743|B
104|1076|A
11|2658|A
65|1894|A
48|562|A
34|1251|B
123|871|A
88|921|B
93|1779|A
66|718|B
8|2694|A
38|3166|B
8|3279|A
112|1264|B
17|3547|A
96|2383|B
66|3576|B
110|1788|B
87|1710|B
80|1016|A
42|1271|A
91|3246|B
20|1915|A
85|2282|B
63|1263|A
86|279|B
102|3578|B
70|251|A
75|678|A
106|2055|B
109|924|B
103|1016|A
59|2373|B
62|620|B
5|861|B
123|423|B
68|1338|B
30|2166|B
61|1326|A
17|2184|A
59|920|B
41|2017|B
126|1099|B
74|1069|A
26|2595|A
10|873|B
23|2119|A
51|1820|B
12|1277|B
55|2072|B
62|2439|B
22|2604|A
91|1301|B
2|2872|B
57|1773|A
111|710|A
68|2230|B
49|307|B
101|805|B
54|124|A
8|319|A
127|2564|A
31|2257|B
33|3110|B
97|3594|A
130|3082|B
123|2365|A
56|2927|B
92|1822|B
12|1340|A
63|3463|B
60|2804|A
8|2590|A
126|3226|B
22|1978|B
38|3324|B
35|351|B
94|2613|A
25|2271|A
10|600|A
4|3022|A
113|2358|A
101|1469|A
10|3532|A
58|1024|B
126|2572|A
74|1764|B
72|750|B
58|1002|A
14|836|A
14|2083|B
124|1877|B
109|1790|A
74|212|B
122|2229|B
59|518|A
9|318|A
9|2280|B
78|2708|A
11|1075|B
122|2790|B
115|2635|A
58|2564|B
111|8|B
118|2946|A
80|2326|B
6|3220|A
84|2812|A
38|610|A
10|123|A
2|3368|B
84|3285|A
72|2117|A
34|613|A
114|1566|A
118|1451|B
133|433|B
120|2071|B
15|2087|B
127|2757|B
48|3513|B
73|1480|B
2|1050|A
4|2534|A
59|847|A
133|1224|A
126|3018|A
95|1014|A
40|3260|B
85|65|A
17|1947|A
91|2092|B
17|3277|A
73|2849|A
129|1342|B
99|989|B
59|2219|B
129|2351|A
2|1144|B
123|2746|A
128|2547|B
52|3237|A
133|1358|A
76|3041|A
116|711|A
60|3576|A
1|2560|A
62|2122|A
94|1558|B
27|2225|B
1|3395|A
53|1455|A
68|3310|B
128|1091|A
84|2241|B
33|2083|B
122|1047|B
79|422|B
106|1627|A
122|242|A
82|1871|A
87|3018|B
122|330|A
98|3391|A
62|245|B
48|3365|A
121|2629|B
32|1691|A
40|1213|B
61|2689|B
50|1483|B
22|1021|A
1|1964|A
31|7|B
4|97|A
29|153|B
104|158|A
63|3242|A
33|1657|A
38|480|B
122|3035|B
59|2082|B
72|3090|A
112|161|B
8|952|A
45|1815|A
91|456|B
122|578|A
86|33|B
58|2677|A
51|2239|A
34|953|A
63|2099|A
25|140|B
130|696|B
100|2288|A
12|2345|B
47|83|B
37|127|A
124|2390|B
98|3370|B
105|521|A
9|2960|A
35|3149|A
10|214|B
126|661|A
61|3088|B
42|534|B
124|233|A
123|1702|A
84|3044|B
70|1405|A
52|2490|A
18|1931|A
30|2008|B
130|3190|A
15|3258|A
76|3268|A
97|1510|B
85|174|B
44|1645|A
24|2330|A
134|1350|A
4|1468|A
72|1312|A
100|2424|A
35|32|A
51|547|B
114|3321|A
103|2038|B
23|71|B
78|1020|B
18|1689|A
96|39|B
31|1790|B
26|2158|A
16|2651|A
77|3076|B
33|2637|B
18|1369|A
61|36|A
38|1134|B
10|576|B
120|2756|B
125|1954|B
67|3260|A
9|1477|B
14|1683|B
67|20|A
64|3139|B
55|1644|A
26|945|B
87|1279|B
56|32|A
122|2798|B
63|311|B
63|1155|A
78|1575|A
121|2345|A
41|2564|B
16|856|B
14|3115|B
4|1579|B
94|1339|A
78|1451|B
78|3275|B
11|3383|B
49|2304|A
7|1381|A
94|283|A
104|18|B
75|764|A
43|905|B
108|561|B
97|2182|B
12|2995|A
80|2890|B
100|626|B
79|2512|A
87|2170|A
92|3065|A
48|1733|A
53|1720|B
91|3304|B
4|1711|A
31|898|B
90|260|A
92|3248|A
110|3540|B
98|156|A
108|277|A
133|1816|B
20|1552|B
96|525|A
125|3270|A
70|2977|B
32|268|B
100|1342|A
78|1905|A
113|3029|B
122|2926|B
110|1148|A
51|2782|A
94|1514|A
54|3270|A
49|117|A
39|621|A
120|2201|B
31|1148|B
117|899|B
107|2859|B
96|930|A
126|299|A
72|3129|A
41|240|B
96|837|B
92|2547|B
125|2574|A
18|2843|B
2|2586|B
78|1958|A
75|2333|A
18|1420|B
72|1201|A
91|3568|A
90|74|B
131|1749|A
133|1424|B
30|205|B
65|743|B
121|3313|B
115|403|A
72|286|B
99|656|B
55|806|B
123|2465|A
39|2678|A
32|718|A
96|2470|A
60|1714|A
16|3043|A
63|2929|A
89|3549|B
59|2488|B
15|3072|B
118|1042|A
83|355|A
47|158|A
83|1566|A
64|3|B
95|2563|B
92|2017|A
99|3176|A
95|3490|A
90|3608|B
86|2815|A
24|2045|A
58|810|A
15|2408|A
70|1124|A
105|2022|A
87|1283|B
61|123|A
102|707|A
84|380|B
53|811|B
22|278|B
49|2711|B
130|1316|A
41|1937|A
93|2191|A
39|2217|A
12|2620|B
34|2892|A
44|2057|B
117|710|B
44|3378|A
48|1833|B
93|328|B
12|2770|A
10|1948|B
47|3335|A
12|663|A
103|3383|B
69|103|B
41|85|A
6|2657|A
66|2956|A
56|474|B
42|1046|B
127|2861|A
106|60|A
12|2821|B
100|3504|B
60|2683|B
47|3349|B
10|273|B
43|3332|B
125|3133|B
104|2822|B
18|113|A
25|1741|A
18|3443|A
105|3014|B
46|1477|A
24|3576|B
55|2467|B
122|1178|A
15|3195|B
114|209|B
14|2793|B
51|247|B
40|2746|A
18|1789|A
77|237|B
10|2324|A
93|995|B
51|696|A
37|66|B
115|58|B
10|1726|A
129|821|B
92|327|A
36|2791|B
106|986|A
67|775|B
99|3066|A
134|3402|B
20|2905|A
56|691|A
81|1049|B
39|2879|B
5|3119|B
31|770|B
129|1352|A
35|273|B
97|359|A
77|549|A
84|1908|B
119|2046|A
52|389|A
56|1370|A
120|2035|B
100|2702|A
75|2596|A
45|172|B
14|3582|B
10|461|A
1|1954|B
19|2713|A
116|697|B
55|263|B
126|1154|A
68|679|A
9|548|B
56|2399|B
41|1813|B
47|2057|B
4|2196|A
11|529|A
132|1094|A
112|2204|B
27|2153|B
26|3495|B
45|2069|A
1|2533|B
120|3126|A
81|797|A
30|656|B
21|2729|A
64|70|B
74|2223|A
78|422|B
107|490|A
111|1276|A
98|1311|A
96|1255|B
67|1611|B
38|659|B
6|1275|A
105|1558|B
52|671|B
18|1251|A
83|516|B
65|3377|B
123|1013|B
69|2897|B
126|3295|A
61|3213|A
94|2017|A
43|2897|B
4|817|B
111|656|B
93|2560|B
10|3222|B
23|2993|A
52|3050|B
119|185|A
87|2915|B
110|1827|A
77|3484|A
58|398|B
45|347|B
80|60|B
99|1916|A
120|1415|A
49|2594|B
12|772|A
116|3029|A
73|2784|A
103|3582|A
111|457|B
82|3193|B
23|2192|A
33|3316|A
11|1592|B
64|219|B
108|71|A
19|2898|B
125|3498|B
90|2347|B
15|3128|A
36|839|A
4|708|A
33|186|A
123|902|A
89|2473|A
69|3114|B
60|174|A
14|818|B
85|2881|B
90|2004|B
121|591|A
47|547|A
67|1657|A
118|1807|B
74|1053|A
121|305|A
116|2562|B
52|2999|B
31|206|A
15|3009|A
42|1991|B
79|3200|B
16|3375|A
33|51|B
106|1599|B
43|725|A
119|2530|A
28|1027|B
93|2177|B
11|3318|B
78|2749|B
125|1114|B
70|3004|A
47|3486|A
104|263|B
83|2613|B
87|3037|A
116|2245|B
128|1549|B
37|2236|B
100|2588|B
128|2121|B
105|1719|A
126|1914|A
96|2684|B
101|1844|B
75|3005|A
58|3091|B
101|789|A
31|333|A
100|2133|B
19|2980|A
104|987|A
4|586|B
97|1842|A
64|3224|B
69|207|A
61|2127|A
81|3602|B
59|2364|B
4|3300|B
28|1654|B
74|2103|A
8|3149|B
17|531|A
44|2628|B
7|1083|B
72|1432|B
24|1752|B
128|906|A
57|3299|B
8|2847|A
74|1693|A
111|1654|A
25|595|B
53|1203|B
110|1171|B
130|2005|A
114|438|A
15|2822|A
78|2833|B
127|2612|B
8|168|B
32|2389|A
46|2157|B
109|802|A
23|601|B
96|831|B
124|1408|A
16|2873|B
67|3185|B
101|1828|B
27|2733|A
5|1399|B
75|759|A
20|2175|A
78|1745|B
131|2606|A
31|725|B
130|2897|A
19|2869|A
12|2006|A
115|1535|B
104|3179|B
55|119|B
45|3536|B
8|2546|A
129|1100|A
12|1389|B
64|3561|A
100|3322|A
120|515|B
31|2841|B
75|942|A
27|469|B
122|3200|A
58|1452|A
110|2276|A
78|2946|B
29|1056|B
105|224|B
4|1976|B
15|912|B
81|1133|B
53|3165|B
74|1815|A
8|3187|A
120|2945|A
134|983|A
115|1535|A
133|171|B
117|3563|B
59|2997|B
83|2810|A
49|2094|A
14|2018|A
93|950|B
132|3239|A
117|441|A
68|1442|A
44|3348|B
20|99|B
51|2512|B
15|615|A
60|1085|B
25|2510|A
2|263|B
116|2905|B
81|3342|B
76|3321|A
21|2184|B
97|2331|B
47|1483|B
100|1332|A
25|1154|B
134|2424|A
111|2278|A
90|656|B
50|534|A
71|2517|B
100|1137|A
44|1954|B
102|1866|B
36|3170|A
34|1857|A
41|1440|B
42|3420|B
8|837|A
28|3578|A
72|806|B
114|3459|A
78|565|A
27|2515|B
103|1924|A
105|376|A
79|2707|A
117|1362|A
60|1197|B
94|1899|A
110|1692|A
77|3558|A
112|291|B
133|1849|A
140|3616|A
141|3617|A
135|3626|A
135|3640|A
135|3641|A
135|3642|A
135|3643|A
135|3644|A
135|3636|A
136|3626|A
136|3645|A
136|3646|A
136|3647|A
136|3648|A
136|3649|A
136|3650|A
136|3651|A
142|3633|A
142|3634|A
142|3624|A
143|3624|A
143|3635|A
139|3662|B
139|3663|B
139|3664|B
144|3652|A
145|3653|A
146|3654|A
147|3655|A
148|3656|A
149|3657|A
150|3658|A
151|3659|A
152|3616|A
